id,segment_id,city,state,latitude,longitude,road_type,pothole_count,crack_type,crack_count,weather,traffic_level,speed_limit_kmph,avg_vehicle_speed_kmph,rainfall_mm,visibility,surface_age_months,accident_history_count,accident_risk,immediate_action,maintenance_priority,authority_responsible,response_time_hours,repair_status,date_reported
126,SEG-8870,Nagpur,Maharashtra,27.09982,72.6494,Village Road,4,Alligator Crack,13,Dry,Moderate,78,54,63.62,Clear,25,8,Medium,Fill Pothole,Medium,Panchayat,32,Repaired,2025-02-07
127,SEG-2493,Delhi,Delhi,27.19676,92.55225,Village Road,25,Longitudinal Crack,7,Rainy,Heavy,62,56,72.06,Clear,7,1,High,Resurface Road,High,Municipality,66,Temporary Repair,2025-11-07
128,SEG-6038,Madurai,Tamil Nadu,12.97312,82.33959,City Road,20,Edge Crack,7,Rainy,Heavy,86,26,158.51,Poor,54,1,Medium,Fill Pothole,Medium,Highways Dept,43,Temporary Repair,2025-01-14
129,SEG-2587,Surat,Gujarat,17.43523,85.95239,City Road,16,Alligator Crack,11,Rainy,Moderate,45,29,187.85,Foggy,60,1,Medium,Fill Pothole,Medium,Panchayat,44,Repaired,2025-07-06
130,SEG-7822,Mumbai,Maharashtra,27.41773,78.02047,City Road,2,Edge Crack,34,Humid,Low,47,87,75.21,Clear,60,12,High,Resurface Road,High,Highways Dept,71,Repaired,2025-12-17
131,SEG-1051,Noida,Uttar Pradesh,17.77003,91.47404,Village Road,15,Longitudinal Crack,19,Humid,Heavy,48,59,3.59,Poor,58,4,High,Resurface Road,High,Highways Dept,52,Repaired,2025-02-05
132,SEG-2864,Mumbai,Maharashtra,20.01102,74.76107,Village Road,9,Longitudinal Crack,17,Dry,Low,30,78,24.98,Foggy,8,12,High,Resurface Road,High,Municipality,37,Temporary Repair,2025-05-10
133,SEG-2754,Bhopal,Madhya Pradesh,8.16304,72.58563,City Road,6,Transverse Crack,36,Humid,Heavy,52,34,21.74,Foggy,31,9,Critical,Immediate Barricade,Urgent,Municipality,2,Temporary Repair,2025-04-08
134,SEG-1544,Madurai,Tamil Nadu,10.04077,86.06364,Village Road,8,Edge Crack,37,Rainy,Low,75,87,155.11,Foggy,46,0,High,Resurface Road,High,Municipality,60,Not Repaired,2025-01-16
135,SEG-4224,Delhi,Delhi,9.6912,78.49801,Village Road,13,Longitudinal Crack,13,Hot,Heavy,62,47,135.4,Foggy,2,2,Medium,Fill Pothole,Medium,Panchayat,60,Temporary Repair,2025-06-11
136,SEG-9147,Warangal,Telangana,20.35018,72.75648,Highway,22,Transverse Crack,6,Dry,Moderate,94,70,169.72,Foggy,14,4,High,Resurface Road,High,Municipality,32,Not Repaired,2025-10-11
137,SEG-1939,Nagpur,Maharashtra,17.75696,78.48618,City Road,13,Alligator Crack,22,Dry,Heavy,89,85,120.48,Clear,50,6,High,Resurface Road,High,Highways Dept,19,Repaired,2025-07-26
138,SEG-8653,Indore,Madhya Pradesh,13.15327,72.88788,City Road,7,Transverse Crack,4,Hot,Low,48,79,170.24,Foggy,2,8,Medium,Fill Pothole,Medium,Municipality,54,Not Repaired,2025-04-21
139,SEG-3028,Kochi,Kerala,9.89651,77.12689,Village Road,14,Longitudinal Crack,29,Humid,Heavy,50,82,30.18,Foggy,47,11,Critical,Immediate Barricade,Urgent,Panchayat,23,Not Repaired,2025-03-06
140,SEG-6175,Surat,Gujarat,20.14666,95.04784,Highway,1,Edge Crack,38,Dry,Moderate,89,89,114.94,Foggy,33,5,High,Resurface Road,High,Municipality,39,Temporary Repair,2025-06-25
141,SEG-4962,Bengaluru,Karnataka,13.34867,73.80687,Highway,14,Edge Crack,26,Dry,Heavy,42,34,67.25,Poor,10,8,High,Resurface Road,High,Municipality,55,Not Repaired,2025-08-27
142,SEG-2957,Warangal,Telangana,14.7797,87.29424,City Road,16,Edge Crack,0,Rainy,Moderate,37,68,19.83,Poor,57,11,Medium,Fill Pothole,Medium,Panchayat,2,Temporary Repair,2025-02-08
143,SEG-9325,Bengaluru,Karnataka,11.36533,84.6702,Highway,0,Edge Crack,33,Rainy,Heavy,34,34,173.19,Poor,42,0,High,Resurface Road,High,Highways Dept,53,Temporary Repair,2025-12-10
144,SEG-6565,Bengaluru,Karnataka,14.48497,95.96122,City Road,2,Longitudinal Crack,22,Rainy,Heavy,96,79,81.83,Clear,26,2,Medium,Fill Pothole,Medium,Municipality,29,Repaired,2025-09-19
145,SEG-9605,Kochi,Kerala,24.55742,74.28617,City Road,11,Longitudinal Crack,4,Humid,Heavy,100,66,44.26,Foggy,39,3,Medium,Fill Pothole,Medium,Municipality,20,Not Repaired,2025-09-01
146,SEG-4824,Pune,Maharashtra,25.61903,86.83374,City Road,23,Edge Crack,14,Rainy,Heavy,93,56,73.33,Poor,5,7,High,Resurface Road,High,Municipality,59,Temporary Repair,2025-07-24
147,SEG-2908,Noida,Uttar Pradesh,15.92332,96.07144,City Road,14,Edge Crack,29,Dry,Moderate,55,46,177.59,Clear,45,8,Critical,Immediate Barricade,Urgent,Municipality,30,Repaired,2025-06-10
148,SEG-5307,Surat,Gujarat,11.7394,95.18198,City Road,7,Longitudinal Crack,33,Rainy,Moderate,60,53,169.13,Foggy,3,5,High,Resurface Road,High,Highways Dept,32,Temporary Repair,2025-11-05
149,SEG-7981,Pune,Maharashtra,11.41702,86.14435,Village Road,0,Edge Crack,36,Dry,Moderate,30,83,90.26,Foggy,60,12,High,Resurface Road,High,Highways Dept,19,Temporary Repair,2025-05-24
150,SEG-3999,Kochi,Kerala,8.14393,86.38178,City Road,3,Transverse Crack,15,Rainy,Heavy,53,79,136.6,Poor,15,14,High,Resurface Road,High,Highways Dept,60,Repaired,2025-11-22
151,SEG-4733,Delhi,Delhi,20.47795,80.08805,Highway,6,Longitudinal Crack,10,Rainy,Heavy,63,82,48.69,Foggy,9,14,High,Resurface Road,High,Highways Dept,53,Not Repaired,2025-12-05
152,SEG-9760,Mumbai,Maharashtra,15.30044,79.09743,Highway,19,Alligator Crack,11,Dry,Moderate,39,84,39.24,Clear,18,4,High,Resurface Road,High,Highways Dept,37,Repaired,2025-07-22
153,SEG-5393,Thiruvananthapuram,Kerala,21.07396,88.82948,Village Road,25,Edge Crack,11,Dry,Heavy,76,45,5.04,Poor,31,7,High,Resurface Road,High,Panchayat,56,Temporary Repair,2025-02-07
154,SEG-3007,Nagpur,Maharashtra,21.74194,74.28523,City Road,16,Alligator Crack,34,Rainy,Moderate,42,26,76.59,Foggy,54,15,Critical,Immediate Barricade,Urgent,Highways Dept,59,Not Repaired,2025-12-23
155,SEG-3161,Coimbatore,Tamil Nadu,22.95755,93.64575,City Road,21,Alligator Crack,30,Hot,Heavy,98,66,27.52,Poor,44,1,Critical,Immediate Barricade,Urgent,Highways Dept,56,Not Repaired,2025-05-06
156,SEG-9516,Hyderabad,Telangana,19.53729,70.00435,Village Road,7,Longitudinal Crack,27,Humid,Low,95,62,46.51,Poor,22,8,High,Resurface Road,High,Panchayat,53,Temporary Repair,2025-01-06
157,SEG-6182,Ahmedabad,Gujarat,25.38272,82.8736,City Road,19,Alligator Crack,4,Hot,Low,40,27,19.71,Clear,3,1,Medium,Fill Pothole,Medium,Municipality,18,Repaired,2025-08-19
158,SEG-8039,Mysuru,Karnataka,14.84744,86.62961,City Road,19,Transverse Crack,25,Hot,Moderate,80,48,3.26,Poor,1,4,High,Resurface Road,High,Panchayat,55,Not Repaired,2025-12-02
159,SEG-6564,Kochi,Kerala,18.03396,83.03023,City Road,10,Edge Crack,5,Rainy,Low,98,30,110.92,Foggy,2,0,Medium,Fill Pothole,Medium,Panchayat,40,Repaired,2025-12-11
160,SEG-9858,Jaipur,Rajasthan,10.31327,76.28828,Village Road,24,Transverse Crack,10,Rainy,Moderate,40,39,154.88,Poor,38,4,High,Resurface Road,High,Highways Dept,31,Not Repaired,2025-10-09
161,SEG-8563,Indore,Madhya Pradesh,21.18491,76.01016,Village Road,13,Longitudinal Crack,22,Hot,Moderate,45,56,107.43,Foggy,55,5,High,Resurface Road,High,Panchayat,9,Temporary Repair,2025-05-23
162,SEG-9073,Mumbai,Maharashtra,27.89074,83.14354,City Road,1,Transverse Crack,19,Hot,Low,41,37,166.93,Clear,51,4,Medium,Fill Pothole,Medium,Municipality,63,Not Repaired,2025-09-19
163,SEG-6862,Surat,Gujarat,23.52961,81.77973,Highway,3,Transverse Crack,31,Dry,Moderate,56,60,102.77,Foggy,56,9,High,Resurface Road,High,Panchayat,53,Repaired,2025-10-03
164,SEG-9900,Madurai,Tamil Nadu,10.99889,81.24782,City Road,4,Edge Crack,32,Hot,Heavy,63,70,86.23,Clear,55,10,High,Resurface Road,High,Highways Dept,24,Repaired,2025-11-06
165,SEG-1648,Indore,Madhya Pradesh,16.88754,87.89959,City Road,5,Transverse Crack,30,Dry,Moderate,39,45,50.35,Foggy,47,2,High,Resurface Road,High,Highways Dept,37,Not Repaired,2025-06-14
166,SEG-7825,Mumbai,Maharashtra,13.52318,71.27068,Highway,11,Alligator Crack,27,Dry,Low,35,87,92.56,Poor,39,15,Critical,Immediate Barricade,Urgent,Municipality,46,Not Repaired,2025-08-16
167,SEG-8674,Indore,Madhya Pradesh,8.22231,87.128,Village Road,9,Alligator Crack,31,Dry,Heavy,45,31,67.47,Foggy,50,4,High,Resurface Road,High,Panchayat,51,Repaired,2025-11-07
168,SEG-7464,Warangal,Telangana,16.27022,95.98889,Highway,3,Transverse Crack,20,Humid,Moderate,95,82,127.69,Clear,30,14,High,Resurface Road,High,Panchayat,7,Repaired,2025-04-16
169,SEG-7013,Udaipur,Rajasthan,26.25231,71.9202,City Road,5,Longitudinal Crack,33,Rainy,Moderate,42,80,182.73,Poor,30,2,High,Resurface Road,High,Panchayat,24,Temporary Repair,2025-06-12
170,SEG-9498,Delhi,Delhi,9.04879,96.46204,Highway,19,Transverse Crack,10,Rainy,Moderate,69,75,56.46,Poor,57,15,High,Resurface Road,High,Highways Dept,47,Not Repaired,2025-01-03
171,SEG-7891,Mysuru,Karnataka,14.14251,93.07529,Highway,4,Transverse Crack,32,Humid,Low,48,74,177.47,Foggy,33,9,High,Resurface Road,High,Highways Dept,45,Repaired,2025-03-22
172,SEG-8388,Jaipur,Rajasthan,22.93568,92.50088,Highway,14,Alligator Crack,25,Hot,Low,68,44,173.12,Poor,54,14,Critical,Immediate Barricade,Urgent,Municipality,16,Repaired,2025-09-26
173,SEG-7167,Hyderabad,Telangana,14.74833,77.6754,City Road,2,Alligator Crack,36,Hot,Moderate,43,48,109.8,Clear,21,13,Critical,Immediate Barricade,Urgent,Municipality,17,Repaired,2025-05-11
174,SEG-5404,Bhopal,Madhya Pradesh,19.1737,95.64727,Village Road,9,Edge Crack,12,Dry,Low,54,71,185.41,Clear,60,8,Medium,Fill Pothole,Medium,Highways Dept,16,Repaired,2025-05-21
175,SEG-1568,Jaipur,Rajasthan,20.54415,96.08016,City Road,25,Longitudinal Crack,24,Humid,Heavy,90,33,121.82,Foggy,11,8,Critical,Immediate Barricade,Urgent,Panchayat,7,Not Repaired,2025-09-08
176,SEG-4950,Surat,Gujarat,8.77266,70.62979,Highway,1,Transverse Crack,5,Rainy,Low,31,64,164.87,Foggy,48,9,Medium,Fill Pothole,Medium,Municipality,30,Temporary Repair,2025-01-16
177,SEG-5655,Ahmedabad,Gujarat,8.52073,68.53197,City Road,20,Alligator Crack,14,Rainy,Low,74,57,33.97,Poor,50,5,High,Resurface Road,High,Highways Dept,45,Temporary Repair,2025-11-08
178,SEG-8665,Ahmedabad,Gujarat,17.42787,90.32269,City Road,14,Edge Crack,31,Humid,Moderate,41,21,123.16,Poor,41,15,Critical,Immediate Barricade,Urgent,Municipality,48,Temporary Repair,2025-09-11
179,SEG-1547,Jaipur,Rajasthan,24.49182,81.92824,City Road,18,Edge Crack,33,Humid,Low,73,24,17.07,Poor,13,14,Critical,Immediate Barricade,Urgent,Municipality,23,Temporary Repair,2025-12-14
180,SEG-6867,Noida,Uttar Pradesh,12.79829,73.16675,Village Road,2,Transverse Crack,26,Rainy,Moderate,53,59,72.71,Poor,53,4,High,Resurface Road,High,Highways Dept,21,Temporary Repair,2025-10-16
181,SEG-3219,Mumbai,Maharashtra,27.8571,80.13382,City Road,20,Transverse Crack,8,Dry,Heavy,61,39,113.18,Clear,39,6,High,Resurface Road,High,Panchayat,21,Repaired,2025-11-19
182,SEG-5288,Surat,Gujarat,15.7013,85.11613,Village Road,3,Transverse Crack,17,Hot,Moderate,64,78,141.02,Poor,52,10,High,Resurface Road,High,Highways Dept,10,Repaired,2025-05-23
183,SEG-1118,Mysuru,Karnataka,10.15401,76.88654,Highway,7,Edge Crack,26,Hot,Moderate,30,37,138.99,Foggy,45,10,High,Resurface Road,High,Highways Dept,37,Temporary Repair,2025-12-18
184,SEG-2331,Udaipur,Rajasthan,9.38593,82.70411,City Road,0,Transverse Crack,8,Rainy,Heavy,42,73,193.27,Foggy,15,1,Low,Seal Cracks,Low,Highways Dept,52,Temporary Repair,2025-09-25
185,SEG-8271,Thiruvananthapuram,Kerala,23.7498,73.03793,Highway,2,Longitudinal Crack,31,Humid,Moderate,62,63,24.19,Poor,34,9,High,Resurface Road,High,Highways Dept,41,Repaired,2025-08-01
186,SEG-2244,Mumbai,Maharashtra,17.75467,84.82158,City Road,3,Alligator Crack,7,Rainy,Low,48,83,10.34,Poor,36,10,Medium,Fill Pothole,Medium,Municipality,16,Temporary Repair,2025-09-26
187,SEG-7416,Noida,Uttar Pradesh,9.22286,88.40493,City Road,20,Edge Crack,28,Rainy,Low,62,40,11.32,Poor,4,4,Critical,Immediate Barricade,Urgent,Highways Dept,46,Not Repaired,2025-01-02
188,SEG-5905,Surat,Gujarat,14.23364,95.73798,City Road,19,Transverse Crack,39,Humid,Moderate,55,30,39.73,Poor,14,10,Critical,Immediate Barricade,Urgent,Highways Dept,35,Repaired,2025-12-12
189,SEG-5182,Bhopal,Madhya Pradesh,25.63382,92.45008,City Road,21,Longitudinal Crack,9,Dry,Low,78,50,63.53,Clear,51,0,High,Resurface Road,High,Municipality,6,Not Repaired,2025-08-07
190,SEG-7815,Ahmedabad,Gujarat,26.39254,92.80197,Highway,22,Edge Crack,32,Dry,Low,40,20,51.32,Poor,33,12,Critical,Immediate Barricade,Urgent,Panchayat,66,Repaired,2025-08-15
191,SEG-2206,Warangal,Telangana,8.74765,75.11597,Village Road,7,Alligator Crack,23,Hot,Low,59,38,185.77,Clear,40,15,High,Resurface Road,High,Municipality,1,Repaired,2025-04-20
192,SEG-5553,Bhopal,Madhya Pradesh,13.07536,78.13925,Highway,18,Alligator Crack,11,Rainy,Moderate,60,84,29.68,Poor,3,3,High,Resurface Road,High,Municipality,64,Repaired,2025-04-27
193,SEG-7007,Nagpur,Maharashtra,10.69035,89.17405,Village Road,24,Transverse Crack,25,Humid,Heavy,34,37,114.22,Poor,2,9,Critical,Immediate Barricade,Urgent,Highways Dept,34,Not Repaired,2025-12-28
194,SEG-9430,Mumbai,Maharashtra,26.83852,78.10415,Village Road,1,Longitudinal Crack,22,Rainy,Moderate,66,20,176.83,Poor,3,4,Medium,Fill Pothole,Medium,Panchayat,7,Repaired,2025-04-28
195,SEG-5163,Mysuru,Karnataka,20.28968,73.23949,Highway,19,Alligator Crack,22,Hot,Low,43,63,68.53,Clear,17,5,High,Resurface Road,High,Municipality,50,Repaired,2025-02-26
196,SEG-6619,Chennai,Tamil Nadu,27.9646,91.15877,City Road,11,Alligator Crack,16,Hot,Low,92,68,0.99,Foggy,42,3,High,Resurface Road,High,Panchayat,55,Temporary Repair,2025-08-28
197,SEG-7376,Pune,Maharashtra,20.36169,70.20512,Highway,10,Longitudinal Crack,40,Hot,Low,48,35,10.96,Clear,59,3,Critical,Immediate Barricade,Urgent,Panchayat,4,Repaired,2025-11-12
198,SEG-1225,Thiruvananthapuram,Kerala,11.9722,88.15903,Highway,11,Transverse Crack,12,Hot,Heavy,85,20,34.38,Foggy,15,13,High,Resurface Road,High,Panchayat,27,Not Repaired,2025-10-28
199,SEG-5522,Ahmedabad,Gujarat,24.57163,71.99378,Village Road,24,Longitudinal Crack,20,Humid,Moderate,65,21,27.54,Clear,47,11,Critical,Immediate Barricade,Urgent,Highways Dept,60,Temporary Repair,2025-04-09
200,SEG-7139,Delhi,Delhi,12.6921,69.58839,City Road,5,Longitudinal Crack,25,Rainy,Low,35,47,120.96,Foggy,5,8,High,Resurface Road,High,Panchayat,29,Not Repaired,2025-09-18
201,SEG-4535,Thiruvananthapuram,Kerala,12.2618,79.59841,City Road,3,Transverse Crack,15,Humid,Heavy,48,63,102.16,Clear,44,3,Medium,Fill Pothole,Medium,Panchayat,43,Temporary Repair,2025-02-13
202,SEG-3629,Mumbai,Maharashtra,18.48789,78.24408,Highway,16,Alligator Crack,13,Hot,Heavy,75,20,11.27,Poor,56,1,High,Resurface Road,High,Highways Dept,44,Repaired,2025-08-12
203,SEG-1806,Noida,Uttar Pradesh,16.62375,78.85012,City Road,21,Edge Crack,0,Dry,Low,79,47,14.04,Foggy,17,6,Medium,Fill Pothole,Medium,Panchayat,54,Not Repaired,2025-05-18
204,SEG-2251,Noida,Uttar Pradesh,14.54111,92.13069,City Road,6,Longitudinal Crack,14,Rainy,Heavy,60,69,78.36,Clear,16,11,High,Resurface Road,High,Municipality,20,Repaired,2025-02-23
205,SEG-8312,Surat,Gujarat,13.79399,90.96566,Village Road,17,Alligator Crack,20,Hot,Low,42,87,149.28,Foggy,42,7,High,Resurface Road,High,Municipality,3,Not Repaired,2025-07-28
206,SEG-7952,Thiruvananthapuram,Kerala,12.5536,69.08477,Highway,17,Transverse Crack,27,Humid,Heavy,39,25,156.2,Clear,36,7,Critical,Immediate Barricade,Urgent,Highways Dept,62,Temporary Repair,2025-06-15
207,SEG-4963,Mumbai,Maharashtra,14.04705,91.04997,Village Road,7,Edge Crack,2,Hot,Heavy,86,60,155.4,Clear,59,6,Medium,Fill Pothole,Medium,Highways Dept,39,Repaired,2025-05-02
208,SEG-3747,Pune,Maharashtra,20.70325,84.19084,Village Road,25,Edge Crack,36,Dry,Moderate,68,26,84.71,Foggy,23,7,Critical,Immediate Barricade,Urgent,Panchayat,16,Temporary Repair,2025-04-03
209,SEG-1004,Indore,Madhya Pradesh,21.46866,95.15666,Village Road,4,Alligator Crack,27,Dry,Moderate,70,52,86.81,Foggy,9,15,High,Resurface Road,High,Panchayat,32,Not Repaired,2025-09-11
210,SEG-3011,Jaipur,Rajasthan,22.60925,74.33966,Highway,7,Alligator Crack,6,Rainy,Heavy,80,52,169.8,Clear,27,9,Medium,Fill Pothole,Medium,Highways Dept,52,Temporary Repair,2025-09-01
211,SEG-7877,Thiruvananthapuram,Kerala,19.93695,78.46122,Highway,2,Edge Crack,8,Rainy,Low,73,69,127.73,Poor,33,11,Medium,Fill Pothole,Medium,Municipality,49,Repaired,2025-11-06
212,SEG-6221,Mumbai,Maharashtra,16.84468,80.10626,Village Road,16,Longitudinal Crack,4,Hot,Heavy,63,81,109.69,Poor,32,11,High,Resurface Road,High,Highways Dept,37,Not Repaired,2025-12-27
213,SEG-1505,Delhi,Delhi,12.19762,87.19815,City Road,12,Transverse Crack,1,Dry,Heavy,77,28,36.28,Clear,16,1,Low,Seal Cracks,Low,Municipality,35,Not Repaired,2025-06-05
214,SEG-7101,Udaipur,Rajasthan,27.81828,91.96666,City Road,14,Longitudinal Crack,0,Rainy,Moderate,85,50,78.78,Foggy,20,7,Medium,Fill Pothole,Medium,Panchayat,61,Temporary Repair,2025-09-07
215,SEG-6060,Udaipur,Rajasthan,23.0364,93.9029,Highway,9,Longitudinal Crack,27,Dry,Moderate,81,31,149.27,Poor,5,14,Critical,Immediate Barricade,Urgent,Panchayat,36,Not Repaired,2025-12-13
216,SEG-4623,Surat,Gujarat,20.08702,75.05315,City Road,20,Edge Crack,13,Hot,Moderate,77,74,136.07,Clear,15,3,High,Resurface Road,High,Municipality,43,Repaired,2025-01-17
217,SEG-5115,Pune,Maharashtra,19.09235,75.6381,City Road,1,Edge Crack,3,Hot,Heavy,92,53,21.05,Foggy,22,9,Low,Seal Cracks,Low,Highways Dept,27,Repaired,2025-02-19
218,SEG-2731,Delhi,Delhi,23.95509,95.55165,Highway,13,Alligator Crack,30,Hot,Low,62,35,115.53,Clear,29,8,Critical,Immediate Barricade,Urgent,Panchayat,56,Repaired,2025-06-17
219,SEG-5852,Mumbai,Maharashtra,21.19806,79.79067,Village Road,15,Alligator Crack,25,Rainy,Moderate,36,90,137.46,Poor,38,14,Critical,Immediate Barricade,Urgent,Panchayat,21,Repaired,2025-04-14
220,SEG-5054,Indore,Madhya Pradesh,27.91016,71.50888,Highway,15,Longitudinal Crack,11,Hot,Low,64,53,58.57,Foggy,41,7,High,Resurface Road,High,Municipality,26,Repaired,2025-02-23
221,SEG-3265,Thiruvananthapuram,Kerala,25.46782,91.33338,Highway,8,Alligator Crack,9,Hot,Moderate,48,44,178.54,Poor,38,0,Medium,Fill Pothole,Medium,Panchayat,46,Repaired,2025-06-11
222,SEG-7452,Madurai,Tamil Nadu,11.19982,96.5336,Village Road,6,Longitudinal Crack,20,Humid,Heavy,35,72,74.02,Clear,33,11,High,Resurface Road,High,Panchayat,65,Not Repaired,2025-04-01
223,SEG-4068,Mysuru,Karnataka,8.41035,84.52708,Village Road,5,Transverse Crack,2,Hot,Moderate,30,88,86.75,Foggy,56,10,Medium,Fill Pothole,Medium,Highways Dept,29,Not Repaired,2025-11-07
224,SEG-5219,Surat,Gujarat,25.34585,75.7346,City Road,10,Edge Crack,21,Hot,Low,71,76,93.28,Foggy,50,15,High,Resurface Road,High,Panchayat,39,Repaired,2025-03-09
225,SEG-3647,Indore,Madhya Pradesh,23.03838,93.64976,City Road,13,Alligator Crack,21,Hot,Low,66,47,64.55,Clear,27,9,High,Resurface Road,High,Municipality,4,Temporary Repair,2025-10-02
226,SEG-1948,Surat,Gujarat,17.57046,73.47968,Highway,0,Alligator Crack,2,Hot,Heavy,33,80,151.53,Foggy,16,2,Low,Seal Cracks,Low,Municipality,30,Not Repaired,2025-10-26
227,SEG-3838,Udaipur,Rajasthan,9.23258,90.78537,Village Road,8,Transverse Crack,3,Rainy,Low,96,59,94.08,Clear,43,2,Low,Seal Cracks,Low,Highways Dept,44,Repaired,2025-04-24
228,SEG-1603,Coimbatore,Tamil Nadu,17.70057,74.44802,City Road,3,Edge Crack,27,Rainy,Moderate,64,31,189.29,Clear,60,11,High,Resurface Road,High,Municipality,1,Repaired,2025-12-25
229,SEG-1065,Mumbai,Maharashtra,8.52824,85.34977,Highway,6,Longitudinal Crack,39,Rainy,Heavy,77,34,50.6,Clear,8,13,Critical,Immediate Barricade,Urgent,Highways Dept,49,Repaired,2025-03-05
230,SEG-2142,Bengaluru,Karnataka,19.57391,87.89858,Highway,4,Alligator Crack,6,Hot,Low,48,38,161.33,Clear,2,8,Medium,Fill Pothole,Medium,Municipality,11,Not Repaired,2025-08-11
231,SEG-3723,Bhopal,Madhya Pradesh,21.74379,70.09414,Highway,7,Edge Crack,26,Dry,Heavy,36,84,74.33,Poor,49,6,High,Resurface Road,High,Municipality,9,Not Repaired,2025-10-22
232,SEG-9561,Delhi,Delhi,11.88358,70.51716,City Road,5,Transverse Crack,33,Dry,Moderate,68,87,61.64,Clear,44,11,High,Resurface Road,High,Municipality,66,Repaired,2025-10-14
233,SEG-5487,Chennai,Tamil Nadu,15.86354,89.19245,Village Road,21,Edge Crack,21,Dry,Low,51,49,137.32,Clear,4,2,High,Resurface Road,High,Panchayat,8,Temporary Repair,2025-03-18
234,SEG-7031,Nagpur,Maharashtra,13.144,78.31946,Village Road,15,Longitudinal Crack,35,Hot,Heavy,73,23,183.61,Foggy,57,3,Critical,Immediate Barricade,Urgent,Panchayat,64,Temporary Repair,2025-07-21
235,SEG-8793,Nagpur,Maharashtra,10.34764,86.41619,Village Road,13,Longitudinal Crack,40,Hot,Heavy,39,78,183.47,Poor,36,5,Critical,Immediate Barricade,Urgent,Municipality,50,Not Repaired,2025-08-14
236,SEG-7620,Coimbatore,Tamil Nadu,25.59403,81.0849,Village Road,18,Longitudinal Crack,2,Dry,Heavy,74,52,76.19,Clear,49,10,High,Resurface Road,High,Highways Dept,2,Temporary Repair,2025-02-20
237,SEG-7681,Mysuru,Karnataka,26.43111,72.80481,Village Road,7,Longitudinal Crack,32,Rainy,Moderate,78,77,8.2,Foggy,46,9,High,Resurface Road,High,Municipality,30,Repaired,2025-09-06
238,SEG-6595,Mysuru,Karnataka,24.94779,79.2225,Village Road,2,Alligator Crack,24,Rainy,Low,86,80,159.24,Clear,23,3,Medium,Fill Pothole,Medium,Panchayat,22,Temporary Repair,2025-06-26
239,SEG-9582,Delhi,Delhi,24.35086,91.29814,Village Road,17,Edge Crack,3,Rainy,Low,91,89,154.63,Foggy,57,3,Medium,Fill Pothole,Medium,Municipality,29,Repaired,2025-04-24
240,SEG-9934,Pune,Maharashtra,8.77504,96.56063,Highway,5,Longitudinal Crack,6,Humid,Low,57,52,63.46,Poor,17,8,Medium,Fill Pothole,Medium,Municipality,36,Repaired,2025-02-27
241,SEG-6161,Thiruvananthapuram,Kerala,8.81007,84.98249,City Road,16,Alligator Crack,21,Rainy,Moderate,98,85,39.3,Clear,56,13,Critical,Immediate Barricade,Urgent,Municipality,72,Repaired,2025-12-24
242,SEG-8065,Madurai,Tamil Nadu,13.87962,96.33902,Village Road,8,Alligator Crack,3,Rainy,Heavy,39,28,151.21,Poor,47,7,Medium,Fill Pothole,Medium,Panchayat,14,Temporary Repair,2025-01-13
243,SEG-4512,Jaipur,Rajasthan,17.01254,82.77603,Highway,18,Transverse Crack,32,Rainy,Heavy,76,60,70.01,Clear,60,4,Critical,Immediate Barricade,Urgent,Panchayat,68,Temporary Repair,2025-12-22
244,SEG-2240,Kochi,Kerala,26.33461,95.11826,City Road,24,Edge Crack,13,Dry,Low,60,40,140.77,Clear,18,4,High,Resurface Road,High,Highways Dept,14,Repaired,2025-07-18
245,SEG-1275,Coimbatore,Tamil Nadu,14.63032,86.09507,City Road,5,Transverse Crack,4,Dry,Moderate,95,54,0.06,Clear,42,9,Medium,Fill Pothole,Medium,Highways Dept,48,Temporary Repair,2025-04-04
246,SEG-3671,Mumbai,Maharashtra,23.55036,83.35376,Highway,17,Edge Crack,33,Dry,Moderate,58,73,166.1,Clear,33,11,Critical,Immediate Barricade,Urgent,Municipality,40,Repaired,2025-03-19
